,ds,yhat,yhat_lower,yhat_upper
0,2025-05-31,1001.3875854228271,668.7977052054782,1347.4781009620592
1,2025-06-30,1255.458599354052,916.3280769418536,1587.7353462580327
2,2025-07-31,1438.1288441498264,1078.305793621039,1790.9638491322498
